,レース,芝ダ,距離,天候,馬場,着順,馬番,斤量,単勝,人気,馬体重,増減,複勝
164,2,0,1200,0,0,2,5,54.0,125.4,12,434,10,"2,480"
165,2,0,1200,0,0,3,7,51.0,2.4,1,472,0,140
166,2,0,1200,0,0,4,9,54.0,12.5,5,468,6,0
167,2,0,1200,0,0,5,13,53.0,132.5,13,460,-4,0
168,2,0,1200,0,0,6,8,56.0,13.3,6,502,-2,0
169,2,0,1200,0,0,7,6,54.0,6.7,4,432,-8,0
170,2,0,1200,0,0,8,11,56.0,4.8,2,468,2,0
171,2,0,1200,0,0,9,3,55.0,66.7,9,458,0,0
172,2,0,1200,0,0,10,4,53.0,18.6,7,474,0,0
173,2,0,1200,0,0,11,12,53.0,160.5,16,414,-6,0
174,2,0,1200,0,0,12,15,53.0,160.3,15,432,0,0
175,2,0,1200,0,0,13,16,54.0,117.0,11,390,0,0
176,2,0,1200,0,0,14,14,53.0,102.5,10,446,0,0
177,2,0,1200,0,0,15,2,54.0,29.0,8,446,-16,0
178,2,0,1200,0,0,16,1,54.0,154.9,14,436,0,0
179,3,1,1700,0,0,1,6,57.0,2.8,1,488,-4,110
180,3,1,1700,0,0,2,13,57.0,3.1,2,466,4,130
181,3,1,1700,0,0,3,15,54.0,17.9,6,496,-2,320
182,3,1,1700,0,0,4,3,54.0,28.7,10,486,2,0
183,3,1,1700,0,0,5,4,57.0,28.7,10,450,-2,0
184,3,1,1700,0,0,6,5,54.0,18.7,9,510,-2,0
185,3,1,1700,0,0,7,9,57.0,18.7,8,504,6,0
186,3,1,1700,0,0,8,7,57.0,18.5,7,536,2,0
187,3,1,1700,0,0,9,12,56.0,159.7,15,466,6,0
188,3,1,1700,0,0,10,1,57.0,17.7,5,458,4,0
189,3,1,1700,0,0,11,8,54.0,8.8,3,462,4,0
190,3,1,1700,0,0,12,2,57.0,12.4,4,478,-4,0
191,3,1,1700,0,0,13,11,52.0,66.1,13,458,2,0
192,3,1,1700,0,0,14,14,57.0,137.9,14,444,10,0
193,3,1,1700,0,0,15,10,54.0,51.8,12,468,-6,0
194,5,0,2000,0,0,1,1,51.0,11.3,5,380,-12,270
195,5,0,2000,0,0,2,14,54.0,1.8,1,464,-4,110
196,5,0,2000,0,0,3,10,54.0,29.6,7,454,-8,480
197,5,0,2000,0,0,4,13,54.0,57.9,11,448,0,0
198,5,0,2000,0,0,5,2,53.0,9.8,4,446,-6,0
199,5,0,2000,0,0,6,16,54.0,23.0,6,450,-14,0
200,5,0,2000,0,0,7,11,53.0,8.1,3,418,-8,0
201,5,0,2000,0,0,8,5,54.0,5.9,2,462,0,0
202,5,0,2000,0,0,9,3,54.0,88.6,14,418,-2,0
203,5,0,2000,0,0,10,4,52.0,114.8,15,394,-8,0
204,5,0,2000,0,0,11,6,54.0,80.4,13,432,-10,0
205,5,0,2000,0,0,12,12,54.0,66.4,12,486,0,0
206,5,0,2000,0,0,13,15,51.0,46.0,10,412,-10,0
207,5,0,2000,0,0,14,8,53.0,147.6,16,416,-2,0
208,5,0,2000,0,0,15,7,54.0,40.7,8,402,-20,0
209,6,1,1150,0,0,1,13,56.0,6.3,4,460,8,210
210,6,1,1150,0,0,2,11,53.0,2.6,1,456,-4,140
211,6,1,1150,0,0,3,8,52.0,17.7,5,410,-10,280
212,6,1,1150,0,0,4,10,51.0,5.3,3,426,4,0
213,6,1,1150,0,0,5,7,54.0,3.0,2,434,0,0
214,6,1,1150,0,0,6,5,56.0,26.1,6,464,1,0
215,6,1,1150,0,0,7,2,53.0,117.1,11,418,1,0
216,6,1,1150,0,0,8,4,53.0,157.2,12,432,2,0
217,6,1,1150,0,0,9,12,54.0,299.5,15,468,-14,0
218,6,1,1150,0,0,10,1,51.0,42.9,8,416,-12,0
219,6,1,1150,0,0,11,3,56.0,46.3,9,440,-12,0
220,6,1,1150,0,0,12,9,56.0,246.1,14,450,-12,0
221,6,1,1150,0,0,13,6,53.0,36.8,7,472,-6,0
222,6,1,1150,0,0,14,16,54.0,196.7,13,474,-16,0
223,6,1,1150,0,0,15,15,54.0,466.1,16,434,2,0
224,6,1,1150,0,0,16,14,56.0,99.3,10,458,0,0
225,7,0,1800,0,0,1,1,53.0,2.8,1,464,0,150
226,7,0,1800,0,0,2,9,56.0,161.7,15,460,0,"1,840"
227,7,0,1800,0,0,3,3,56.0,28.7,9,452,-4,800
228,7,0,1800,0,0,4,8,53.0,2.9,2,470,-2,0
229,7,0,1800,0,0,5,7,53.0,17.5,6,488,-10,0
230,7,0,1800,0,0,6,11,56.0,21.1,8,448,-2,0
231,7,0,1800,0,0,7,5,56.0,8.1,3,456,4,0
232,7,0,1800,0,0,8,12,56.0,9.3,4,498,2,0
233,7,0,1800,0,0,9,16,54.0,121.6,13,452,4,0
234,7,0,1800,0,0,10,6,56.0,55.0,11,472,0,0
235,7,0,1800,0,0,11,13,56.0,139.2,14,450,0,0
236,7,0,1800,0,0,12,4,56.0,20.0,7,466,2,0
237,7,0,1800,0,0,13,2,54.0,47.2,10,416,-6,0
238,7,0,1800,0,0,14,15,56.0,58.9,12,432,0,0
239,7,0,1800,0,0,15,14,56.0,13.9,5,452,-4,0
240,7,0,1800,0,0,16,10,54.0,451.7,16,414,-16,0
241,8,1,1150,0,0,1,13,54.0,7.6,4,474,4,230
242,8,1,1150,0,0,2,4,54.0,5.7,2,468,0,270
243,8,1,1150,0,0,3,6,54.0,8.4,5,494,6,270
244,8,1,1150,0,0,4,14,54.0,26.7,8,482,-4,0
245,8,1,1150,0,0,5,5,54.0,3.0,1,486,-10,0
246,8,1,1150,0,0,6,12,57.0,31.0,10,468,-2,0
247,8,1,1150,0,0,7,8,52.0,28.9,9,482,4,0
248,8,1,1150,0,0,8,10,52.0,68.9,13,454,-2,0
249,8,1,1150,0,0,9,7,55.0,211.8,14,454,6,0
250,8,1,1150,0,0,10,1,54.0,31.2,11,460,-8,0
251,8,1,1150,0,0,11,11,54.0,8.5,6,430,-2,0
252,8,1,1150,0,0,12,9,54.0,5.9,3,492,-10,0
253,8,1,1150,0,0,13,3,55.0,24.2,7,456,6,0
254,8,1,1150,0,0,14,2,53.0,66.8,12,446,-6,0
255,9,0,1200,0,0,1,16,55.0,1.9,1,462,0,120
256,9,0,1200,0,0,2,4,52.0,7.2,3,474,0,180
257,9,0,1200,0,0,3,5,53.0,18.6,5,442,-10,350
258,9,0,1200,0,0,4,8,52.0,70.4,14,456,-10,0
259,9,0,1200,0,0,5,3,52.0,50.7,12,474,20,0
260,9,0,1200,0,0,6,9,55.0,9.0,4,450,10,0
261,9,0,1200,0,0,7,12,55.0,62.7,13,434,-1,0
262,9,0,1200,0,0,8,2,54.0,6.3,2,480,-26,0
263,9,0,1200,0,0,9,6,55.0,47.6,11,474,-14,0
264,9,0,1200,0,0,10,15,52.0,18.6,6,426,12,0
265,9,0,1200,0,0,11,7,55.0,26.4,9,446,2,0
266,9,0,1200,0,0,12,10,52.0,24.5,8,390,2,0
267,9,0,1200,0,0,13,14,55.0,19.2,7,436,-8,0
268,9,0,1200,0,0,14,11,52.0,430.2,16,398,-2,0
269,9,0,1200,0,0,15,13,55.0,214.8,15,434,-7,0
270,9,0,1200,0,0,16,1,54.0,44.4,10,490,-4,0
271,10,0,2000,0,0,1,4,57.0,4.0,2,482,2,160
272,10,0,2000,0,0,2,15,55.0,15.2,5,448,-12,310
273,10,0,2000,0,0,3,8,57.0,3.0,1,500,-2,160
274,10,0,2000,0,0,4,10,55.0,19.4,6,438,2,0
275,10,0,2000,0,0,5,7,55.0,22.9,8,476,-4,0
276,10,0,2000,0,0,6,5,57.0,60.1,14,476,-8,0
277,10,0,2000,0,0,7,3,57.0,32.6,12,422,-4,0
278,10,0,2000,0,0,8,6,57.0,6.2,3,412,-2,0
279,10,0,2000,0,0,9,2,55.0,19.7,7,452,6,0
280,10,0,2000,0,0,10,14,55.0,148.2,15,436,-2,0
281,10,0,2000,0,0,11,1,57.0,185.4,16,456,-8,0
282,10,0,2000,0,0,12,11,57.0,25.7,10,490,-2,0
283,10,0,2000,0,0,13,16,57.0,23.2,9,462,2,0
284,10,0,2000,0,0,14,12,57.0,31.7,11,446,-4,0
285,10,0,2000,0,0,15,13,57.0,36.4,13,476,-6,0
286,10,0,2000,0,0,16,9,57.0,9.2,4,500,0,0
287,11,1,1700,0,0,1,4,54.0,7.8,5,508,-6,290
288,11,1,1700,0,0,2,8,52.0,17.8,9,432,-6,430
289,11,1,1700,0,0,3,9,54.0,5.9,2,452,2,270
290,11,1,1700,0,0,4,14,54.0,10.4,6,462,-12,0
291,11,1,1700,0,0,5,13,55.0,4.5,1,492,-12,0
292,11,1,1700,0,0,6,5,56.0,6.0,3,520,-2,0
293,11,1,1700,0,0,7,3,53.0,200.5,15,480,-4,0
294,11,1,1700,0,0,8,11,54.0,16.2,7,504,0,0
295,11,1,1700,0,0,9,15,56.0,6.3,4,484,-2,0
296,11,1,1700,0,0,10,1,54.0,32.6,12,520,2,0
297,11,1,1700,0,0,11,7,54.0,19.9,10,490,-6,0
298,11,1,1700,0,0,12,6,54.0,16.4,8,510,-2,0
299,11,1,1700,0,0,13,10,54.0,134.1,13,450,-6,0
300,11,1,1700,0,0,14,12,54.0,160.8,14,506,-16,0
301,11,1,1700,0,0,15,2,51.0,23.1,11,460,-4,0
302,12,0,1200,0,0,1,16,55.0,5.1,2,482,-4,190
303,12,0,1200,0,0,2,3,55.0,9.5,7,410,4,310
304,12,0,1200,0,0,3,1,55.0,6.4,4,508,6,230
305,12,0,1200,0,0,4,8,55.0,24.6,9,464,10,0
306,12,0,1200,0,0,5,10,57.0,7.0,5,494,2,0
307,12,0,1200,0,0,6,7,57.0,90.7,13,450,-6,0
308,12,0,1200,0,0,7,11,55.0,74.1,11,462,-10,0
309,12,0,1200,0,0,8,6,55.0,74.8,12,510,10,0
310,12,0,1200,0,0,9,9,55.0,23.6,8,468,-12,0
311,12,0,1200,0,0,10,14,57.0,4.9,1,452,-4,0
312,12,0,1200,0,0,11,5,55.0,5.6,3,508,-10,0
313,12,0,1200,0,0,12,12,57.0,71.2,10,424,-2,0
314,12,0,1200,0,0,13,13,57.0,255.4,16,490,-10,0
315,12,0,1200,0,0,14,4,55.0,8.5,6,466,-6,0
316,12,0,1200,0,0,15,15,55.0,102.8,14,464,2,0
317,1,1,1150,0,0,1,7,54.0,4.3,3,516,-4,170
318,1,1,1150,0,0,2,16,53.0,3.3,1,442,8,150
319,1,1,1150,0,0,3,11,56.0,10.3,5,486,2,190
320,1,1,1150,0,0,4,14,53.0,4.2,2,470,-6,0
321,1,1,1150,0,0,5,3,56.0,4.8,4,496,-6,0
322,1,1,1150,0,0,6,8,51.0,76.8,12,444,-14,0
323,1,1,1150,0,0,7,1,51.0,94.3,13,462,0,0
324,1,1,1150,0,0,8,4,56.0,29.0,6,432,-8,0
325,1,1,1150,0,0,9,10,51.0,30.9,7,458,-4,0
326,1,1,1150,0,0,10,5,56.0,229.2,15,494,6,0
327,1,1,1150,0,0,11,2,54.0,41.3,8,444,0,0
328,1,1,1150,0,0,12,15,56.0,73.9,11,518,-8,0
329,1,1,1150,0,0,13,12,56.0,48.1,10,508,0,0
330,1,1,1150,0,0,14,6,53.0,243.6,16,430,2,0
331,1,1,1150,0,0,15,9,51.0,42.6,9,438,0,0
332,1,1,1150,0,0,16,13,52.0,187.5,14,452,-28,0
333,2,0,1200,0,0,1,14,54.0,18.0,7,468,-6,370
334,2,0,1200,0,0,2,13,54.0,4.7,2,456,-4,160
335,2,0,1200,0,0,3,10,54.0,3.2,1,468,0,140
336,2,0,1200,0,0,4,3,53.0,41.8,9,424,-10,0
337,2,0,1200,0,0,5,2,54.0,26.0,8,424,0,0
338,2,0,1200,0,0,6,12,54.0,6.4,4,466,0,0
339,2,0,1200,0,0,7,16,54.0,9.4,5,422,10,0
340,2,0,1200,0,0,8,4,54.0,56.3,10,470,0,0
341,2,0,1200,0,0,9,6,54.0,56.7,11,446,0,0
342,2,0,1200,0,0,10,11,51.0,5.5,3,452,10,0
343,2,0,1200,0,0,11,8,54.0,96.8,14,472,0,0
344,2,0,1200,0,0,12,5,54.0,11.6,6,434,8,0
345,2,0,1200,0,0,13,1,53.0,62.6,12,444,0,0
346,2,0,1200,0,0,14,15,54.0,94.5,13,408,0,0
347,2,0,1200,0,0,15,7,53.0,123.7,15,418,0,0
348,2,0,1200,0,0,16,9,54.0,306.6,16,456,0,0
349,3,1,1700,0,0,1,8,56.0,192.8,13,536,0,"2,660"
350,3,1,1700,0,0,2,6,56.0,5.9,3,492,-2,180
351,3,1,1700,0,0,3,4,56.0,2.6,1,468,2,140
352,3,1,1700,0,0,4,7,56.0,13.7,6,426,2,0
353,3,1,1700,0,0,5,15,56.0,10.2,5,448,-4,0
354,3,1,1700,0,0,6,2,56.0,48.8,9,434,-12,0
355,3,1,1700,0,0,7,5,53.0,4.1,2,502,-10,0
356,3,1,1700,0,0,8,12,53.0,18.1,7,438,-8,0
357,3,1,1700,0,0,9,13,52.0,79.3,11,448,8,0
358,3,1,1700,0,0,10,1,56.0,90.2,12,502,0,0
359,3,1,1700,0,0,11,10,54.0,77.5,10,454,0,0
360,3,1,1700,0,0,12,9,54.0,438.2,15,468,-2,0
361,3,1,1700,0,0,13,14,53.0,217.0,14,434,-8,0
362,3,1,1700,0,0,14,3,56.0,29.5,8,524,-4,0
363,3,1,1700,0,0,15,11,56.0,7.2,4,476,0,0
364,4,0,1800,0,0,1,2,56.0,2.7,1,438,0,140
365,4,0,1800,0,0,2,13,53.0,11.6,7,464,12,310
366,4,0,1800,0,0,3,5,54.0,11.3,6,454,-4,240
367,4,0,1800,0,0,4,8,53.0,7.0,3,484,0,0
368,4,0,1800,0,0,5,6,56.0,8.2,4,442,-8,0
369,4,0,1800,0,0,6,15,56.0,5.4,2,460,-8,0
370,4,0,1800,0,0,7,11,54.0,216.7,15,434,-6,0
371,4,0,1800,0,0,8,14,56.0,24.4,8,496,16,0
372,4,0,1800,0,0,9,4,56.0,26.9,10,444,6,0
373,4,0,1800,0,0,10,16,54.0,24.7,9,422,-6,0
374,4,0,1800,0,0,11,1,51.0,47.8,11,448,-4,0
375,4,0,1800,0,0,12,10,56.0,70.0,12,474,0,0
376,4,0,1800,0,0,13,9,56.0,11.1,5,526,0,0
377,4,0,1800,0,0,14,3,51.0,170.5,14,478,0,0
378,4,0,1800,0,0,15,7,53.0,404.5,16,416,-20,0
379,4,0,1800,0,0,16,12,55.0,142.4,13,524,0,0
380,5,0,1200,0,0,1,11,56.0,3.4,2,452,-4,150
381,5,0,1200,0,0,2,16,56.0,9.3,4,460,4,220
382,5,0,1200,0,0,3,2,56.0,16.1,8,466,6,380
383,5,0,1200,0,0,4,12,51.0,10.0,5,460,-8,0
384,5,0,1200,0,0,5,7,53.0,68.5,11,440,-10,0
385,5,0,1200,0,0,6,8,54.0,48.2,10,424,-6,0
386,5,0,1200,0,0,7,4,54.0,158.3,14,446,-8,0
387,5,0,1200,0,0,8,15,54.0,18.8,9,446,2,0
388,5,0,1200,0,0,9,6,55.0,94.4,12,440,14,0
389,5,0,1200,0,0,10,5,54.0,3.2,1,450,-6,0
390,5,0,1200,0,0,11,10,54.0,15.4,7,488,-2,0
391,5,0,1200,0,0,12,3,51.0,8.4,3,418,-10,0
392,5,0,1200,0,0,13,1,51.0,149.5,13,420,-24,0
393,5,0,1200,0,0,14,13,51.0,13.0,6,394,-10,0
394,5,0,1200,0,0,15,14,53.0,203.4,15,366,-6,0
395,5,0,1200,0,0,16,9,56.0,278.6,16,418,-12,0
396,6,0,2000,0,0,1,5,53.0,9.9,4,470,-6,320
397,6,0,2000,0,0,2,10,53.0,2.4,1,508,0,140
398,6,0,2000,0,0,3,13,51.0,10.7,5,450,2,320
399,6,0,2000,0,0,4,14,51.0,6.7,3,438,-2,0
400,6,0,2000,0,0,5,11,53.0,12.9,6,478,-4,0
401,6,0,2000,0,0,6,4,56.0,24.7,8,482,0,0
402,6,0,2000,0,0,7,9,55.0,4.5,2,444,-4,0
403,6,0,2000,0,0,8,15,55.0,28.4,10,448,-14,0
404,6,0,2000,0,0,9,7,53.0,70.2,12,444,-14,0
405,6,0,2000,0,0,10,16,53.0,273.5,16,378,-14,0
406,6,0,2000,0,0,11,1,53.0,23.7,7,418,-2,0
407,6,0,2000,0,0,12,3,54.0,247.3,15,446,-6,0
408,6,0,2000,0,0,13,6,53.0,232.7,14,454,-10,0
409,6,0,2000,0,0,14,2,54.0,27.7,9,424,-8,0
410,6,0,2000,0,0,15,8,54.0,64.8,11,458,0,0
411,6,0,2000,0,0,16,12,56.0,232.3,13,518,0,0
412,7,1,1700,0,0,1,14,52.0,10.7,7,434,-2,450
